Michael Wheeler:POK_lOv, POK_wDe, POK_ZYd:Derrota:Event_8/1/4:si
Melissa Castillo:POK_yKn, POK_VLD, POK_dNJ:Derrota:Event_2/4/4:si
Julie Robinson:POK_oDD, POK_xmh, POK_sKp:Derrota:Event_1/6/4:si
Joseph Rivers:POK_LzH, POK_Sxr, POK_xYP:Derrota:Event_1/1/1:si
Emma Miranda:POK_EQp, POK_ctA, POK_OUk:Victoria:Event_4/0/7:si
Cory Wall:POK_Ypt, POK_EEo, POK_Ypg:Derrota:Event_7/3/8:si
Jose Glenn:POK_TNC, POK_xVD, POK_xVj:Derrota:Event_1/3/8:si
Sarah Jones:POK_lWV, POK_LcM, POK_nfz:Victoria:Event_1/2/9:si
Heidi Mccormick:POK_RkH, POK_eST, POK_DHN:Derrota:Event_2/4/5:si
Lisa Mccoy:POK_jAj, POK_gTp, POK_WLW:Derrota:Event_0/7/3:si
Natasha Perez:POK_vtE, POK_kfp, POK_wtX:Victoria:Event_0/1/8:si
Robert Tran:POK_pSs, POK_HpF, POK_ILA:Derrota:Event_8/5/2:si
Amber Martin:POK_ayT, POK_mxl, POK_qQW:Derrota:Event_5/9/1:no
Brianna Alexander:POK_Nvd, POK_gIi, POK_RAj:Victoria:Event_4/5/0:si
Michael Washington:POK_Zci, POK_ccc, POK_apC:Victoria:Event_4/1/9:no
Robin Pratt:POK_CLq, POK_xje, POK_PON:Victoria:Event_6/8/4:no
Karl Brown:POK_wiO, POK_cHJ, POK_kru:Victoria:Event_5/0/0:si
Ana Solomon:POK_sXx, POK_KaU, POK_vNK:Derrota:Event_9/8/8:no
Rebecca Gardner:POK_dmj, POK_Llz, POK_Qcd:Victoria:Event_1/7/9:si
Melissa Lewis:POK_xzw, POK_GxG, POK_qov:Victoria:Event_2/9/9:no
William Norman:POK_tyN, POK_gAs, POK_peC:Derrota:Event_4/1/0:si
Joseph Perez:POK_Cko, POK_rBO, POK_NIi:Victoria:Event_3/4/1:no
Jeffrey Torres MD:POK_LbG, POK_sES, POK_mCt:Victoria:Event_4/9/3:no
Tara Harris:POK_agO, POK_oHb, POK_YUm:Victoria:Event_2/6/3:no
Susan Anderson:POK_Kvr, POK_GhG, POK_vLA:Victoria:Event_2/8/5:no
John Williams:POK_YQX, POK_XzI, POK_MhO:Victoria:Event_0/5/5:no
Heather Vasquez:POK_HpM, POK_IEZ, POK_jih:Derrota:Event_8/0/5:si
Nicholas Harris II:POK_adR, POK_Psz, POK_Uwo:Derrota:Event_2/9/8:si
Tiffany Anderson:POK_UXV, POK_QaC, POK_Rah:Derrota:Event_2/8/2:si
Kevin Black:POK_fNZ, POK_cvO, POK_OBm:Derrota:Event_1/9/2:si
David Davis:POK_SRh, POK_HBh, POK_gLS:Victoria:Event_5/4/4:no
Amber Snyder:POK_ddA, POK_ngp, POK_zZl:Derrota:Event_1/8/7:si
Christina Smith:POK_Etg, POK_LBR, POK_cQN:Victoria:Event_8/3/1:si
Sean Chambers:POK_ExT, POK_czZ, POK_AZk:Derrota:Event_8/3/6:si
John Hoffman:POK_wMh, POK_rTe, POK_kIc:Victoria:Event_8/2/8:si
Daniel Prince:POK_blx, POK_yzN, POK_WzA:Victoria:Event_2/9/7:no
Justin Ortega:POK_GTN, POK_giV, POK_itm:Derrota:Event_3/3/1:no
Adam Johnson:POK_gBI, POK_dZs, POK_LAJ:Derrota:Event_2/2/3:si
Roger Montoya:POK_WQr, POK_SoW, POK_FZv:Derrota:Event_4/1/0:no
Jacqueline White:POK_gek, POK_sBC, POK_MwU:Derrota:Event_9/4/3:si
Ryan Martin:POK_Wlp, POK_aFS, POK_Qwa:Victoria:Event_1/4/9:no
Sharon Santos:POK_dEs, POK_NnM, POK_YEn:Victoria:Event_7/3/4:no
Jamie Marquez:POK_WMU, POK_bWK, POK_NBz:Victoria:Event_5/9/0:no
Margaret Thomas:POK_pVQ, POK_Pja, POK_Cwl:Victoria:Event_0/9/8:si
Thomas White:POK_lLT, POK_ISW, POK_qzg:Derrota:Event_6/0/8:no
Matthew Nguyen:POK_Zzy, POK_sos, POK_ANm:Derrota:Event_6/5/2:no
Tara Lopez:POK_VHM, POK_aOD, POK_ffA:Victoria:Event_8/0/2:no
Jeffrey Jones:POK_OvG, POK_lfA, POK_emV:Derrota:Event_7/6/5:no
Stacey Smith:POK_iME, POK_cbQ, POK_jaK:Derrota:Event_0/3/7:si
Hayden Davis:POK_abm, POK_jja, POK_ARm:Victoria:Event_2/8/6:si
Jennifer Burns:POK_OLk, POK_MVc, POK_lUL:Victoria:Event_1/2/9:no
Thomas Berry:POK_RCT, POK_YEY, POK_NXQ:Derrota:Event_8/5/1:no
Amy Parker:POK_sLg, POK_IQv, POK_LWZ:Derrota:Event_2/9/1:si
Laurie Torres:POK_zar, POK_TZX, POK_pkH:Victoria:Event_5/2/0:si
Katie Lester:POK_mmq, POK_Ogr, POK_HNk:Derrota:Event_8/3/8:si
Mrs. Cynthia Campbell:POK_Yqy, POK_LIL, POK_GUA:Derrota:Event_4/4/6:si
Steven Henry:POK_Weo, POK_Loe, POK_xwt:Derrota:Event_3/4/3:si
Benjamin Brown:POK_PYG, POK_mTh, POK_nJL:Victoria:Event_7/8/4:si
Todd Dixon:POK_GEH, POK_jgH, POK_NPw:Victoria:Event_9/1/9:si
Jeremy Cooper:POK_MdR, POK_gUk, POK_qfO:Derrota:Event_5/2/4:no
Eric Middleton:POK_Clu, POK_rYL, POK_lql:Victoria:Event_5/3/5:no
James Hernandez:POK_FOr, POK_gco, POK_acq:Derrota:Event_4/9/6:no
Shannon Myers:POK_BAl, POK_LGa, POK_SEA:Derrota:Event_9/2/2:no
James Cain:POK_pCv, POK_PBd, POK_Qex:Victoria:Event_8/7/9:no
Kathryn Bean:POK_GIL, POK_vhu, POK_yPn:Victoria:Event_2/6/0:si
Christine Weaver:POK_alD, POK_YGj, POK_PzC:Victoria:Event_4/7/1:si
Timothy Clayton:POK_qAC, POK_toE, POK_chi:Derrota:Event_5/1/1:no
Brian Guzman:POK_jSY, POK_mMS, POK_AHz:Victoria:Event_8/2/9:no
Heather Boone:POK_rwE, POK_jzj, POK_cem:Derrota:Event_2/9/0:si
Michelle Cox:POK_ufd, POK_ALx, POK_pTW:Victoria:Event_3/0/9:no
Benjamin Beck:POK_kVd, POK_qbC, POK_WLq:Victoria:Event_7/6/1:si
Shelly Willis:POK_yIY, POK_Hox, POK_OxV:Derrota:Event_8/8/8:si
Emily Lyons:POK_Otm, POK_XGC, POK_UEM:Victoria:Event_4/5/7:si
Christina Lawson:POK_Oqy, POK_Vih, POK_VyU:Victoria:Event_0/0/0:no
Kimberly Flowers:POK_UnS, POK_gcQ, POK_LoG:Derrota:Event_7/7/9:si
Robert Pittman:POK_XKH, POK_lFc, POK_MJs:Victoria:Event_7/0/4:no
Laura Schneider:POK_dRZ, POK_iBL, POK_PPH:Victoria:Event_8/6/4:no
Tyler Pope:POK_rKJ, POK_Rns, POK_xwn:Derrota:Event_9/1/8:no
Kimberly West:POK_hhu, POK_TwR, POK_Mnn:Victoria:Event_9/7/8:no
Brian Cook:POK_iFC, POK_LOn, POK_fDB:Derrota:Event_4/9/5:no
Trevor Reed:POK_jOs, POK_iBm, POK_aSq:Victoria:Event_4/4/0:no
Sean Simmons:POK_uAf, POK_var, POK_zXg:Derrota:Event_0/9/8:si
Jessica Kirby:POK_dBx, POK_Jck, POK_kdl:Victoria:Event_8/1/7:si
Micheal Wells:POK_IyV, POK_VRD, POK_kTo:Derrota:Event_9/6/1:no
Charles Romero:POK_poV, POK_oYc, POK_RYl:Victoria:Event_9/2/3:no
Nicholas Mendoza:POK_iXP, POK_QrB, POK_MgY:Derrota:Event_5/9/6:si
Todd Wallace:POK_NDd, POK_ndX, POK_kdJ:Derrota:Event_9/0/5:no
Michael Gordon:POK_GHE, POK_NwL, POK_izJ:Derrota:Event_9/3/7:no
Janice Lopez:POK_DMn, POK_qja, POK_zue:Victoria:Event_7/8/9:si
Jessica Vasquez:POK_NJj, POK_wMb, POK_jou:Derrota:Event_0/6/7:si
Anthony Hodge:POK_pCl, POK_srS, POK_Otl:Victoria:Event_8/2/8:si
Jessica Butler:POK_ajy, POK_sDw, POK_Qcv:Derrota:Event_7/4/6:si
Jennifer Ponce:POK_ZjY, POK_NeN, POK_obj:Derrota:Event_6/9/0:si
Emily Jackson:POK_Kqb, POK_MVe, POK_hhl:Victoria:Event_3/0/6:si
Nicole Henderson:POK_rfa, POK_dfE, POK_eXX:Victoria:Event_9/4/8:si
Brandy Chambers:POK_lBa, POK_qhp, POK_euA:Victoria:Event_5/6/9:si
Alicia Dougherty:POK_eBF, POK_hxy, POK_wFT:Victoria:Event_7/0/1:no
Kristen Gonzales:POK_eIi, POK_HyS, POK_fiD:Victoria:Event_7/7/4:si
Christopher Green MD:POK_pFn, POK_edf, POK_BUi:Derrota:Event_4/3/1:si
David Weaver:POK_Znx, POK_wCV, POK_aJn:Derrota:Event_0/6/4:si
Tyler Castro:POK_dSG, POK_Ocs, POK_eoQ:Victoria:Event_0/6/9:no
Carlos Bowman:POK_mnf, POK_hZo, POK_nKn:Derrota:Event_2/6/1:no
Ryan Franklin:POK_qVs, POK_QmR, POK_pJj:Victoria:Event_6/4/3:no
Gary Smith:POK_CnM, POK_ZXK, POK_hqo:Victoria:Event_4/3/9:si
Todd Miller:POK_dbN, POK_UUT, POK_XhZ:Victoria:Event_6/7/1:no
Elizabeth Scott:POK_Kmk, POK_mnj, POK_yWE:Victoria:Event_9/3/1:no
Susan White:POK_epo, POK_MlJ, POK_mpX:Derrota:Event_3/1/3:no
Keith Gamble:POK_OBy, POK_UGC, POK_TNT:Derrota:Event_8/2/0:si
Nicole Harris:POK_OlZ, POK_lcd, POK_rIu:Derrota:Event_0/5/6:si
Jorge Ford:POK_ntw, POK_vms, POK_Ifu:Derrota:Event_6/5/9:si
Jill Williams:POK_UCw, POK_gtx, POK_IVb:Victoria:Event_5/8/3:no
Alexis Vasquez:POK_eIV, POK_arZ, POK_ykA:Derrota:Event_2/6/2:no
Donna King:POK_Drq, POK_WcG, POK_cmH:Derrota:Event_3/5/0:si
Jasmine Rogers:POK_ypH, POK_ipc, POK_GhW:Victoria:Event_9/6/9:no
Melissa Howard:POK_wjw, POK_ToH, POK_kaY:Victoria:Event_4/1/3:no
Lisa White:POK_aaS, POK_NIh, POK_vrW:Victoria:Event_2/8/4:si
Danielle Cook:POK_SnX, POK_Kaj, POK_NCm:Derrota:Event_7/4/6:si
Gregory Adams:POK_IqR, POK_Clo, POK_eTB:Victoria:Event_1/8/0:no
Amber Harrison:POK_Cni, POK_xLt, POK_aJX:Derrota:Event_5/4/4:si
David James:POK_aQY, POK_xXt, POK_ILR:Victoria:Event_2/6/7:si
James Estes:POK_Bch, POK_otc, POK_VAk:Derrota:Event_4/5/0:no
Jaime Poole:POK_NeI, POK_vDm, POK_Kki:Victoria:Event_9/3/2:si
Kimberly Washington:POK_uOt, POK_YtA, POK_CmG:Victoria:Event_7/5/2:no
Valerie Dawson:POK_Goz, POK_yMA, POK_eIg:Derrota:Event_4/5/0:si
David Crawford:POK_LoV, POK_qrZ, POK_ZUR:Victoria:Event_3/7/7:no
Kevin Christensen:POK_HIh, POK_XnD, POK_BBL:Derrota:Event_6/3/0:no
Mariah Jones:POK_cBx, POK_GyE, POK_VJQ:Derrota:Event_9/0/6:si
Mr. Nicholas Franco:POK_dgH, POK_leK, POK_Uik:Victoria:Event_9/6/6:si
Daniel Graves:POK_Tcn, POK_CZx, POK_SkQ:Derrota:Event_8/6/8:no
April Mullins:POK_IEZ, POK_Gql, POK_ZQc:Victoria:Event_6/2/4:no
Chloe Montgomery:POK_Yfj, POK_NkP, POK_lXd:Derrota:Event_7/8/9:si
Charles Smith:POK_ScB, POK_VEH, POK_srU:Derrota:Event_0/2/9:si
Teresa Mckinney:POK_fEA, POK_ImG, POK_oNC:Derrota:Event_1/8/5:no
Cory Martin:POK_Ziq, POK_GAM, POK_xuF:Victoria:Event_7/9/8:no
Sophia Stevens:POK_Unw, POK_AVx, POK_NLw:Victoria:Event_8/7/5:si
David Sims:POK_GAW, POK_mlJ, POK_GjP:Victoria:Event_9/3/0:no
Jessica Anderson:POK_oee, POK_tXR, POK_mzj:Derrota:Event_0/1/7:si
Vincent Taylor:POK_NLu, POK_xwW, POK_wjg:Victoria:Event_9/8/9:no
Brandi Brewer:POK_Oag, POK_UGL, POK_hxn:Derrota:Event_4/6/5:si
Stephen Mendez:POK_FhD, POK_ydG, POK_GZe:Victoria:Event_3/1/4:no
Shawn King:POK_tZp, POK_pvT, POK_Lot:Derrota:Event_4/7/7:no
Michael Wilson:POK_rdE, POK_ozf, POK_Nuk:Victoria:Event_1/9/4:si
Shelley Wood:POK_dLC, POK_goo, POK_bJR:Victoria:Event_2/3/5:si
Adam Moreno:POK_gDU, POK_NNj, POK_XdU:Derrota:Event_0/9/1:no
Lauren Evans:POK_YLe, POK_JLI, POK_Hol:Derrota:Event_7/0/7:no
Faith Brown:POK_TGK, POK_Upl, POK_sIG:Derrota:Event_9/6/3:si
Ann Baker:POK_WtI, POK_eHM, POK_jsm:Victoria:Event_4/8/3:no
James Mcdonald:POK_pho, POK_hxL, POK_PhM:Derrota:Event_3/5/1:no
Kimberly Howard:POK_qMi, POK_hyp, POK_RCJ:Derrota:Event_3/8/0:no
Timothy Schmidt:POK_WAN, POK_vLT, POK_unU:Derrota:Event_6/4/8:si
Megan Melendez:POK_cNx, POK_oOf, POK_MFb:Victoria:Event_1/7/5:si
Matthew Allen:POK_ILb, POK_edP, POK_ovC:Victoria:Event_2/0/0:si
Jonathan Roman:POK_OxP, POK_Fhq, POK_DuG:Victoria:Event_5/6/0:no
Joshua Collins:POK_Yra, POK_XmH, POK_adw:Derrota:Event_3/6/7:si
Rebecca Miller:POK_ftD, POK_Roe, POK_xSX:Victoria:Event_1/7/4:no
Susan Lang:POK_rOy, POK_XMP, POK_Nwg:Victoria:Event_9/4/0:si
Jeff Roberts:POK_oXx, POK_vwu, POK_ZSX:Victoria:Event_6/9/1:no
Jacob Rice:POK_bvt, POK_LFg, POK_zqE:Derrota:Event_5/5/9:si
Walter Lopez:POK_XVR, POK_GAi, POK_Enc:Victoria:Event_0/8/9:no
Samantha Carey:POK_oEJ, POK_Xzm, POK_aOH:Derrota:Event_8/0/8:si
Sally Jackson:POK_HsO, POK_PzC, POK_qxZ:Victoria:Event_1/5/3:si
Shannon Herrera:POK_iVM, POK_Qpx, POK_xvi:Victoria:Event_2/8/9:si
Scott Jones:POK_mjY, POK_hol, POK_YWZ:Derrota:Event_5/6/5:no
Deanna Larson:POK_aSm, POK_yZA, POK_kZH:Victoria:Event_9/0/1:si
Elizabeth Martinez:POK_LjA, POK_zRO, POK_oYf:Derrota:Event_4/3/8:si
Thomas Harris:POK_HlL, POK_lUP, POK_FpB:Victoria:Event_3/4/1:si
Jeffrey Alexander:POK_Lkn, POK_Otu, POK_Thm:Victoria:Event_1/5/7:no
Joshua Beck:POK_Xxu, POK_ZFA, POK_AsT:Derrota:Event_9/8/1:no
Christina Garcia:POK_iwW, POK_idy, POK_bZs:Derrota:Event_3/4/4:no
Donna Carroll:POK_Mzo, POK_uZB, POK_WGk:Derrota:Event_0/7/0:no
Jessica Flores:POK_muq, POK_Ftm, POK_ibj:Derrota:Event_2/7/6:si
Raymond Bell:POK_GZx, POK_Rtd, POK_VTb:Derrota:Event_7/7/1:no
Travis Olson:POK_QzM, POK_njK, POK_Osd:Derrota:Event_4/2/2:no
Barbara Brooks:POK_TzO, POK_cYf, POK_TEm:Derrota:Event_9/8/2:no
Ian Perkins:POK_ahK, POK_YRa, POK_AUS:Derrota:Event_8/2/8:si
Angela Mathews:POK_AoK, POK_RGZ, POK_mZy:Victoria:Event_0/5/8:si
Deanna Smith:POK_yJF, POK_LFA, POK_fZH:Derrota:Event_3/6/7:no
Patricia Hunter:POK_SzP, POK_iMJ, POK_DAQ:Victoria:Event_6/5/1:si
Diana Fuller:POK_LcB, POK_VNn, POK_GeZ:Victoria:Event_3/5/7:no
Crystal Page:POK_UJC, POK_jro, POK_Qeb:Derrota:Event_3/8/3:no
Joshua Elliott:POK_Vsy, POK_Vza, POK_IOa:Derrota:Event_4/4/5:no
Melissa Stevens:POK_JDh, POK_vZD, POK_jrx:Derrota:Event_6/2/0:si
Tammy Cook:POK_ovs, POK_bIY, POK_wDB:Derrota:Event_4/0/7:si
Alan Castillo:POK_iLr, POK_SOM, POK_cBF:Victoria:Event_6/9/9:si
Jesse Taylor:POK_wwT, POK_iVd, POK_zDn:Victoria:Event_9/2/9:si
Daniel Ross:POK_RIA, POK_XvR, POK_HML:Victoria:Event_2/2/5:no
Dr. Paul Jacobson:POK_Tqs, POK_lCZ, POK_OdA:Victoria:Event_7/3/1:no
Evan Colon:POK_fge, POK_YRB, POK_qKR:Derrota:Event_1/5/3:si
Debra Lewis:POK_EVf, POK_jDW, POK_Krx:Derrota:Event_4/4/7:no
Matthew Elliott:POK_ReW, POK_lab, POK_NJI:Derrota:Event_4/1/7:no
Samuel Clark:POK_SQO, POK_sOR, POK_Tlz:Victoria:Event_4/0/9:si
Russell Dorsey:POK_eiP, POK_fhN, POK_cvf:Derrota:Event_2/1/9:si
Allison Dunn:POK_eYc, POK_yDD, POK_nPc:Derrota:Event_3/9/0:si
Angela English:POK_Ogk, POK_Tpg, POK_uwI:Victoria:Event_2/1/4:si
Christopher Roberts:POK_yZt, POK_soW, POK_Xaw:Victoria:Event_1/0/7:si
Sherri Chandler:POK_vPH, POK_oHv, POK_CsB:Derrota:Event_0/1/2:no
Cheryl Brown:POK_aog, POK_pGh, POK_HJu:Derrota:Event_6/6/4:no
Justin George:POK_owZ, POK_GLs, POK_VNk:Victoria:Event_3/8/4:no
Emily Wilson:POK_bci, POK_Hdh, POK_dvI:Victoria:Event_1/2/2:si
Morgan Estrada:POK_sHH, POK_nTr, POK_DyI:Derrota:Event_1/7/2:si
Elizabeth Khan:POK_IsT, POK_cGx, POK_aio:Victoria:Event_5/2/2:no
Patrick Simpson:POK_AuJ, POK_Npd, POK_yhT:Victoria:Event_9/6/5:si
Cheryl Keller:POK_avs, POK_fxO, POK_qNa:Victoria:Event_5/3/7:no
Denise Medina:POK_SZF, POK_LDC, POK_Ffp:Victoria:Event_7/2/3:si
Sandra Anderson:POK_Yki, POK_ErK, POK_zih:Derrota:Event_7/6/2:no
Mary Suarez:POK_UNI, POK_gZH, POK_cFA:Derrota:Event_8/1/1:no
Allen Reed:POK_GpU, POK_sxg, POK_aQp:Victoria:Event_0/0/3:si
Lauren Zhang:POK_nYT, POK_Erc, POK_Wtv:Derrota:Event_9/3/0:si
Christian Campbell:POK_EIm, POK_Rwu, POK_tLM:Victoria:Event_3/9/1:si
Joshua Tran:POK_dti, POK_MbH, POK_Oob:Victoria:Event_0/8/6:si
Olivia Rodgers:POK_LOf, POK_EuR, POK_fZS:Victoria:Event_0/8/9:si
Jimmy Davis:POK_EfO, POK_wOH, POK_Dpz:Victoria:Event_8/8/1:si
Janet Richards:POK_Mnw, POK_Rgm, POK_hyX:Derrota:Event_4/7/6:si
Daniel Jones:POK_ohj, POK_DRb, POK_WDU:Victoria:Event_5/2/8:no
Jeffery Mccoy:POK_VxF, POK_ZKK, POK_cjP:Derrota:Event_8/9/2:no
Renee Davis:POK_VfQ, POK_RaM, POK_Jgp:Victoria:Event_6/8/6:no
Christine Hunt:POK_bkY, POK_wFN, POK_hgc:Derrota:Event_6/1/2:si
Patrick Coleman:POK_jrV, POK_vjc, POK_TwG:Victoria:Event_9/6/0:no
Jasmine Frazier:POK_Fme, POK_aCv, POK_eBR:Derrota:Event_2/9/2:si
Edward Vega Jr.:POK_Cav, POK_oek, POK_dfh:Victoria:Event_1/9/5:no
Justin Davis:POK_bpD, POK_ocm, POK_CIB:Victoria:Event_7/4/6:si
Jessica Campbell:POK_MIZ, POK_Ocz, POK_qWF:Victoria:Event_8/8/0:si
Ricky Fields:POK_Jcw, POK_Cdy, POK_uwU:Derrota:Event_3/4/2:si
Stuart Mccall:POK_NjI, POK_Wpc, POK_UxS:Derrota:Event_9/2/8:si
Brianna Taylor:POK_dcs, POK_VgO, POK_lmZ:Derrota:Event_7/1/6:no
Thomas Knight:POK_ziF, POK_GcX, POK_Ywz:Derrota:Event_4/5/0:no
Kelly Gordon:POK_DLv, POK_joo, POK_Dks:Derrota:Event_7/6/3:no
James Hart:POK_tQY, POK_KEq, POK_Azs:Derrota:Event_1/8/7:no
Kimberly Martin:POK_qTn, POK_jWo, POK_VFn:Derrota:Event_5/9/5:si
Dana Phelps:POK_XYm, POK_tvD, POK_TLZ:Victoria:Event_5/1/6:no
Kevin Graham:POK_vTE, POK_HlD, POK_FPY:Victoria:Event_7/3/5:si
Kim Green:POK_iYV, POK_zjB, POK_MGN:Derrota:Event_8/4/7:si
Scott Garcia:POK_wuM, POK_Cqh, POK_jVC:Derrota:Event_4/6/9:no
Jon Chang:POK_dEZ, POK_nIN, POK_eND:Victoria:Event_8/0/3:no
Kyle Davis:POK_elB, POK_omC, POK_CbW:Derrota:Event_7/0/7:si
Austin Bernard:POK_xkJ, POK_KVv, POK_oDM:Victoria:Event_3/4/1:no
Janet Wilson:POK_CkG, POK_GJk, POK_Jfh:Victoria:Event_9/1/5:si
Jeremy Shannon:POK_dtY, POK_Nsl, POK_vEA:Derrota:Event_7/3/0:no
Dr. Dominique Johnson MD:POK_tkD, POK_AdM, POK_FBj:Derrota:Event_4/4/6:si
Jessica Reynolds:POK_iVy, POK_hQT, POK_iMX:Victoria:Event_0/2/9:no
Juan Ramsey:POK_ZOJ, POK_ePC, POK_jIB:Victoria:Event_5/5/1:si
Lisa Spencer:POK_yvO, POK_qST, POK_QoM:Derrota:Event_8/6/9:si
Raymond Moyer:POK_zNI, POK_Tdr, POK_MDY:Victoria:Event_7/8/1:no
Kelly King:POK_kId, POK_IJJ, POK_APi:Victoria:Event_8/7/8:no
Justin Wolf:POK_uLK, POK_Cud, POK_wST:Derrota:Event_6/0/1:si
Brittany Jones:POK_lpg, POK_ROD, POK_uYS:Derrota:Event_8/5/0:no
Tony Harvey:POK_cow, POK_LuM, POK_tNt:Victoria:Event_7/5/4:no
Candace Vincent:POK_ZMT, POK_vdz, POK_JaB:Derrota:Event_2/5/3:no
Rachel Wright:POK_WbD, POK_MqQ, POK_ONU:Victoria:Event_6/7/7:si
Chad Harris:POK_TCG, POK_IFb, POK_xSC:Victoria:Event_0/1/7:no
Oscar Knight:POK_KII, POK_oas, POK_nig:Victoria:Event_8/6/3:no
Collin Thomas:POK_lVQ, POK_JkG, POK_nRb:Victoria:Event_3/9/5:si
Daniel Jones:POK_YLy, POK_Wcs, POK_JYP:Victoria:Event_1/6/0:si
Christian Small:POK_sJT, POK_Rua, POK_lVl:Victoria:Event_3/7/5:si
Scott Cooper:POK_RVy, POK_BOq, POK_rzo:Victoria:Event_1/6/2:si
Todd Harmon:POK_sfp, POK_nif, POK_JkL:Victoria:Event_1/5/6:no
Kathryn Rose:POK_LeF, POK_pCk, POK_pDW:Victoria:Event_6/6/9:no
Thomas Rose:POK_ttz, POK_suq, POK_Anb:Victoria:Event_1/6/2:si
Jenna Matthews:POK_ylH, POK_uqh, POK_qaq:Derrota:Event_9/9/2:no
Olivia Ward DDS:POK_OZV, POK_TCX, POK_PJV:Derrota:Event_3/1/1:si
Shannon Jimenez:POK_PnJ, POK_eqK, POK_Qkf:Derrota:Event_1/5/0:si
Keith Carrillo:POK_ZJV, POK_oLm, POK_dxp:Derrota:Event_5/5/4:si
Samantha Serrano:POK_PcU, POK_GeJ, POK_xSG:Victoria:Event_1/4/0:no
Erin Bowman:POK_bNZ, POK_VAc, POK_zLF:Derrota:Event_7/3/0:si
Dalton Mcdowell:POK_OTl, POK_nCH, POK_RkW:Victoria:Event_4/2/7:si
Kathleen Larson:POK_BDr, POK_SjM, POK_UVG:Derrota:Event_8/5/6:no
Emma Weber:POK_xfm, POK_ISQ, POK_kLp:Victoria:Event_3/2/6:no
Stacy Lee:POK_MrG, POK_TrG, POK_cph:Derrota:Event_9/6/7:no
Douglas David:POK_EGu, POK_KoL, POK_jQJ:Victoria:Event_1/4/3:no
Austin Cook:POK_vFG, POK_Stf, POK_MwQ:Victoria:Event_6/8/1:si
Julie Beltran:POK_ePs, POK_Mvm, POK_LIp:Derrota:Event_7/9/8:no
Wendy Patterson:POK_qES, POK_ert, POK_Bdw:Derrota:Event_3/2/9:no
Bradley Thompson:POK_XNf, POK_iVg, POK_oST:Derrota:Event_3/9/4:no
Robert Schmidt:POK_HXh, POK_JCi, POK_SvY:Victoria:Event_6/2/4:si
Matthew Lloyd:POK_ZQa, POK_lxO, POK_Vtg:Victoria:Event_3/4/7:no
Mrs. Michelle Scott MD:POK_hgQ, POK_foF, POK_oCm:Derrota:Event_8/5/6:no
Jonathan Bridges:POK_Pmz, POK_RKp, POK_MhG:Derrota:Event_0/9/3:si
Kenneth Walker:POK_Xkx, POK_lzu, POK_fLV:Derrota:Event_2/0/4:no
Kristin Simmons:POK_qEp, POK_PUz, POK_ilJ:Victoria:Event_2/1/9:no
Jack Kelly:POK_cut, POK_kzc, POK_zKZ:Derrota:Event_7/7/5:no
Brett Spence:POK_OBK, POK_OdN, POK_DNJ:Victoria:Event_5/5/8:si
Elizabeth Osborne:POK_zUH, POK_sHZ, POK_RnQ:Derrota:Event_3/7/6:no
Kendra Shields:POK_BJh, POK_WpR, POK_Swk:Derrota:Event_5/2/9:no
Julie Fox:POK_mRw, POK_NnS, POK_XCk:Derrota:Event_6/5/2:si
Dalton Rich:POK_msa, POK_Fcq, POK_rRh:Derrota:Event_4/2/0:si
Jessica Flores:POK_Ytb, POK_rEK, POK_eUT:Derrota:Event_5/7/2:no
Jeremy Alexander:POK_nFA, POK_mNq, POK_DTW:Derrota:Event_5/3/7:no
Christopher Mccullough:POK_gOm, POK_RVb, POK_jgq:Derrota:Event_0/9/1:si
Cheryl Lambert:POK_TPk, POK_cEW, POK_dqR:Victoria:Event_8/3/8:no
Jeff Torres:POK_NvX, POK_ksG, POK_FPv:Derrota:Event_9/5/3:si
Amber Patterson:POK_WdW, POK_UMg, POK_bKX:Victoria:Event_1/2/9:si
Laura Hayes:POK_OCb, POK_dfX, POK_Ldd:Victoria:Event_0/7/6:no
Melissa Rivera:POK_ikr, POK_yWM, POK_qYH:Derrota:Event_3/3/9:no
Ashley Hensley:POK_rWh, POK_OEx, POK_ubd:Victoria:Event_8/9/3:si
Barbara Reed:POK_kio, POK_vJX, POK_zTa:Victoria:Event_0/4/3:si
Melissa Dixon:POK_WQw, POK_iJS, POK_GQJ:Derrota:Event_5/0/7:no
Kylie Jones:POK_ElC, POK_Cue, POK_vRJ:Victoria:Event_6/4/5:no
Dr. Allen Willis:POK_ftP, POK_VRm, POK_HfP:Derrota:Event_9/5/4:si
Mark May:POK_jGz, POK_tQW, POK_Roc:Victoria:Event_8/5/1:no
Diana Boyd:POK_WVW, POK_qdI, POK_KMl:Derrota:Event_3/4/5:si
Renee Owens:POK_KwE, POK_htT, POK_KMC:Derrota:Event_7/3/6:no
Shelby Chan:POK_YoM, POK_QUT, POK_MtE:Derrota:Event_4/4/1:no
Peter Johnson:POK_IUt, POK_WpK, POK_goi:Victoria:Event_5/9/5:no
Kayla Phillips:POK_xSg, POK_YPJ, POK_Zqy:Derrota:Event_4/5/0:si
Carrie Schmidt:POK_yQx, POK_ElX, POK_Rcs:Victoria:Event_2/3/7:si
Anthony Bridges:POK_rGI, POK_yed, POK_HoJ:Victoria:Event_8/2/5:no
Samuel King:POK_bPP, POK_lrD, POK_lvt:Victoria:Event_4/1/1:si
